dates,title
10/16/2022,"Elon Musk is a combination of Einstein, Tesla, and Rockefeller, says a former SpaceX exec – but even his mother admits no one wants to be him"
10/28/2022,Meet the members of Congress who've traded stock in Elon Musk's companies during 2022
11/2/2022,Chinese Tesla rival Xpeng built the most literal interpretation of 'flying car' we've seen yet — watch its maiden voyage
10/21/2022,"I drove Mercedes-Benz's $141,000 Tesla rival and experienced the electric, screen-filled future of luxury cars"
10/12/2022,Elon Musk and the Kremlin are both denying that the Tesla CEO spoke to Putin about Russia's invasion of Ukraine
10/8/2022,Tesla competitor Rivian recalls nearly almost all of its vehicles: 'we are acting with urgency and caution'
10/11/2022,"Elon Musk touts big plans for Tesla's Optimus robot, but some experts doubt it's the next big thing"
10/5/2022,"Elon Musk says Twitter purchase will accelerate the creation of X, his long-discussed 'everything app'"
10/28/2022,Dogecoin has soared 44% in the past week as Elon Musk's Twitter takeover lifts hopes for expansion in payments
11/1/2022,Elon Musk's rival Austin Russell said Teslas will not become self-driving anytime soon
10/13/2022,"Elon Musk would get 'really angry' when employees at his first company Zip2 weren't still working at 9 o'clock at night, an ex-colleague told a BBC documentary"
10/11/2022,"Tesla CEO Elon Musk spoke with Vladimir Putin before pitching his Ukraine peace plan on Twitter that repeated Kremlin talking points, political scientist says"
10/14/2022,"Elon Musk is being investigated by federal authorities over the $44 billion Twitter deal, the company said in a court filing"
10/11/2022,Ghislaine Maxwell reportedly asked Elon Musk to destroy the internet in the famous photo of the two that the billionaire claims was a photobomb
10/27/2022,Elon Musk is now saying he doesn't plan to cut 75% of Twitter jobs: report
10/27/2022,Twitter shares will be suspended on the New York Stock Exchange on Friday as Elon Musk edges towards a takeover
10/25/2022,The clock is ticking for Elon Musk to buy Twitter — and he's running out of time
11/3/2022,Elon Musk takes away 'days of rest' at Twitter in another major shift from Jack Dorsey's leadership style
10/5/2022,The banks that lined up $12.5 billion in financing for Elon Musk's Twitter deal reportedly facing steep losses as appetite for riskier debt sours
10/5/2022,"Billionaire investor Carl Icahn has scored a $250 million gain on Twitter stock by calling Elon Musk's bluff, report says"
10/5/2022,'Shark Tank' investor Kevin O'Leary says Twitter isn't even worth $10 billion and Elon Musk should start from scratch if he wants to make his money back
10/5/2022,Elon Musk's deal for Twitter is back on - and now short-seller Hindenburg Research is dumping all its shares in the takeover target
10/7/2022,"Elon Musk, father of 9, says friends have suggested he have 500 kids — but he thinks that would be 'a bit weird'"
10/21/2022,"Elon Musk says he thinks there will be a recession until the spring of 2024, soon after he slammed the Fed's rate hikes"
10/21/2022,"From Elon Musk's 'super bad feeling' to Jamie Dimon's warnings of an economic 'hurricane,' CEOs are shouting that 2023 is going to suck. Here's what 10 are predicting."
10/27/2022,Elon Musk says 'Twitter obviously cannot become a free-for-all hellscape' without consequences in bid to calm advertisers
11/3/2022,"Turkey's president says he wants to discuss Twitter's $8 blue tick fee with Elon Musk to see if he can avoid paying it, a report says"
10/26/2022,Elon Musk posted a video of himself entering Twitter's headquarters carrying a bathroom sink
10/26/2022,Elon Musk says Apple's battle with Spotify is 'concerning' and its new 30% charge on social-media ad revenue 'is a lot'
10/5/2022,Twitter employees are venting on social media and in private forums about Elon Musk's agreement to buy Twitter
10/12/2022,"Twitter is reviewing its rules around permanent bans amid Elon Musk's takeover attempt — but Trump is unlikely to get his account back, report says"
10/19/2022,"Twitter has frozen staff stock accounts in a concrete sign Elon Musk's takeover deal is close to completion, report says"
10/5/2022,Ex-Twitter VP says Elon Musk is an attention seeker after the billionaire offered to buy the company for $44 billion again
10/15/2022,Elon Musk once got up in the middle of the night and dug through snow to pick flowers for his wife after forgetting to buy her a Christmas present
10/7/2022,Elon Musk says Trump's 'Truth Social' app is 'essentially a right-wing echo chamber': 'You might as well call it Trumpet'
10/30/2022,"Elon Musk fired Twitter execs including CEO Parag Agrawal 'for cause' in a bid to avoid paying out tens of millions in severance, report says"
11/3/2022,"Stephen King compares Elon Musk with a fictional character who cons friends into doing chores and charges them, following Twitter verification dispute"
11/4/2022,"Elon Musk can be 'vicious' in the workplace, a former SpaceX VP says"
10/30/2022,Joe Rogan praises Elon Musk for wanting to bring a 'reasonable exchange of ideas' back to Twitter
11/2/2022,"CZ, the CEO of Binance, has bet big on Musk's Twitter buyout with a $500 million investment, saying he is 'extremely supportive' of the freedom of speech"
11/4/2022,"Amber Heard is no longer on Twitter, days after her ex-boyfriend Elon Musk bought the platform"
10/28/2022,Twitter staff react to Elon Musk's takeover: 'I am fully expecting him to fire 69% of us on Friday at 4:20 p.m.'
10/31/2022,Jack Dorsey just saved Elon Musk about $1 billion by rolling over his shares of Twitter into a stake in the new private company
11/2/2022,A Twitter employee shared a picture of his boss in a sleeping bag and mask on the office floor amid long hours and tight deadlines under Elon Musk
11/3/2022,"Elon Musk told Twitter advertisers he wants different tiers of content moderation similar to movie age ratings, report says"
10/15/2022,"What Elon Musk has said publicly — and in private texts — about X, his idea for an 'everything app'"
10/17/2022,"Elon Musk's pro-Russian peace deal is 'classic Putin,' and there's a clue of the Russian leader's role, Fiona Hill argues"
10/7/2022,"Elon Musk says Beijing disapproved of him sending Starlink to Ukraine, wanted him to promise he wouldn't sell the satellite internet in China"
10/11/2022,JPMorgan CEO Jamie Dimon says 'very smart' Elon Musk should 'clean up Twitter' and remove bot accounts
11/7/2022,"Elon Musk tells his Twitter followers to vote for Republicans the day before the midterms, despite saying Twitter should be 'politically neutral'"
11/7/2022,"Jack Dorsey criticizes Elon Musk's decision to rebrand the Birdwatch feature to Community Notes, saying it's the 'most boring Facebook name ever'"
11/7/2022,Dow jumps 400 points as US stocks surge ahead of midterms and inflation report
11/7/2022,The Twitter manager who went viral for sleeping on the floor of company HQ survived Elon Musk's layoffs
11/6/2022,Elon Musk told Mark Ruffalo not everything AOC says is accurate after the actor begged him to get off Twitter following criticism from the lawmaker
11/6/2022,"We wanted to ask Elon Musk about Twitter, Trump, and Tesla. But he seemed kinda busy, so we went with the next best thing: an AI version of him."
11/6/2022,Who would want to join Twitter now? It's still hiring for more than 90 roles despite cutting thousands of jobs
